isin,name,asset_type,asset_subtype,region_primary,risk_bucket,classification_confidence,exposure_confidence,warnings,audit_flags,is_suitable_low_risk,is_sector_fund,sector_focus,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
IE00B5ZW6Z28,PIMCO GIS Emerging Local Bond Fund E Class EUR (Unhedged) Accumulation,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Global Emergente - Moneda Local,0.0,100.0,0.0,0.0
IE00B84J9L26,PIMCO GIS Income Fund E Class EUR (Hedged) Accumulation,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
IE00B8J38129,Algebris UCITS Funds plc - Algebris Financial Credit Fund R EUR Acc,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,0.5,0.4,,UNKNOWN_ASSET_TYPE; MISSING_REGION_PRIMARY; LOW_CONFIDENCE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,,0.0,0.0,0.0,0.0
IE00B90VC092,PIMCO European Short-Term Opportunities Fund E EUR Accumulation,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
IE00B986FT65,Neuberger Berman Emerging Market Debt - Hard Currency Fund EUR A Accumulating Class,FIXED_INCOME,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,LONG,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
IE00BD2ZKT29,Principal Global Investors Funds - Finisterre Unconstrained Emerging Market Fxd Inc Fd A Hdg Acc EUR,FIXED_INCOME,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,MEDIUM,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
IE00BDH6RQ67,UTI India Dynamic Equity EURO Retail,UNKNOWN,UNKNOWN,EMERGING,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar India Target Market Exposure NR USD,0.0,0.0,0.0,0.0
IE00BDZRWZ54,Neuberger Berman Short Duration Emerging Market Debt Fund EUR A Accumulating Class,FIXED_INCOME,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
IE00BF2FJG67,PIMCO GIS Low Duration Opportunities Fund E Class EUR (Hedged) Accumulation,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
IE00BJ7B9456,PIMCO GIS Global Low Duration Real Return Fund E Class EUR (Hedged) Accumulation,UNKNOWN,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar Global Treasury Inflation-Linked Securities GR Hedged EUR,0.0,0.0,0.0,0.0
IE00BNG2T811,Neuberger Berman Short Duration Euro Bond Fund EUR A Accumulating Class,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
IE00BYX5P602,Fidelity MSCI World Index Fund EUR P Acc (Hedged),UNKNOWN,UNKNOWN,US,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,-,0.0,0.0,0.0,0.0
LU0034353002,DWS Floating Rate Notes LC,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0073235904,Morgan Stanley Investment Funds - Short Maturity Euro Bond Fund A,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0077500055,Candriam Bonds Euro Long Term Class C EUR Cap,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,LONG,RF,RF Largo Plazo EUR,0.0,100.0,0.0,0.0
LU0080237943,DWS Euro Ultra Short Fixed Income Fund NC,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0086177085,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-acc,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0102737730,Invesco Funds - Invesco Euro Ultra-Short Term Debt Fund A Accumulation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0102737904,Invesco Funds - Invesco Euro Ultra-Short Term Debt Fund C Accumulation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0113257694,Schroder International Selection Fund EURO Corporate Bond A Accumulation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0132601682,Morgan Stanley Investment Funds - Euro Corporate Bond Fund A,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0133717503,Schroder International Selection Fund EURO Corporate Bond A1 Accumulation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0137009238,Vontobel Fund - Euro Short Term Bond C EUR Cap,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0144751095,Candriam Bonds Euro High Yield Class N EUR Cap,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0145656715,DWS Invest ESG Euro Bonds (Short) NC,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0151324935,Candriam Bonds Credit Opportunities Class N EUR Cap,FIXED_INCOME,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU0162660350,BlackRock Global Funds - Euro Corporate Bond Fund A1,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0165520114,Candriam Bonds Global Inflation Short Duration Class C EUR Cap,UNKNOWN,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar Global Treasury Inflation-Linked Securities GR Hedged EUR,0.0,0.0,0.0,0.0
LU0169250635,Generali Investments SICAV - Euro Bond Fund EX,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Pública EUR,0.0,100.0,0.0,0.0
LU0170473374,Franklin European Total Return Fund A(acc)EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
LU0173779223,Nordea 1 - Danish Covered Bond Fund BP EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,RF,RF DKK,0.0,100.0,0.0,0.0
LU0177497491,abrdn SICAV II-Euro Corporate Bond Fund A Acc EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0200684180,BlackRock Global Funds - Emerging Markets Bond Fund E2 (EUR),FIXED_INCOME,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,MEDIUM,RF,RF Global Emergente,0.0,100.0,0.0,0.0
LU0243958393,Invesco Funds - Invesco Euro Corporate Bond Fund E Accumulation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0251119078,Fidelity Funds - Fidelity Target™ 2035 Fund A-Acc-EUR,UNKNOWN,UNKNOWN,US,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fecha Objetivo 2031-2035,0.0,0.0,0.0,0.0
LU0251131362,Fidelity Funds - Fidelity Target™ 2030 Fund A-Acc-EUR,UNKNOWN,UNKNOWN,US,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fecha Objetivo 2026-2030,0.0,0.0,0.0,0.0
LU0251660279,AXA World Funds - Euro Strategic Bonds E Capitalisation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
LU0251661590,AXA World Funds - Euro Long Duration Bonds E Capitalisation EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,LONG,RF,RF Largo Plazo EUR,0.0,100.0,0.0,0.0
LU0264738294,Janus Henderson Horizon Global Property Equities Fund A2 EUR,UNKNOWN,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Inmobiliario - Indirecto Global,0.0,0.0,0.0,0.0
LU0267388220,Fidelity Funds - Euro Short Term Bond Fund A-Acc-EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
LU0336084032,Carmignac Pf Flexible Bond A EUR Acc,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU0353649352,Fidelity Funds - Global Inflation-linked Bond Fund E-Acc-EUR (hedged),UNKNOWN,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar Global Treasury Inflation-Linked Securities GR Hedged EUR,0.0,0.0,0.0,0.0
LU0398684661,Goldman Sachs Alternative Beta - P Cap EUR (hedged i),UNKNOWN,UNKNOWN,US,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
